online_order,book_table,rate,votes,rest_type,price,type,location
No,No,3.9,31,Bar,1000,Drinks & nightlife,BTM
No,Yes,3.9,579,Pub,1300,Drinks & nightlife,BTM
No,Yes,3.9,1388,Lounge,1400,Drinks & nightlife,BTM
No,No,3.8,103,Bar,1500,Drinks & nightlife,BTM
No,No,3.4,97,Casual Dining,1100,Drinks & nightlife,BTM
No,Yes,3.8,169,Bar,1300,Drinks & nightlife,BTM
Yes,No,3.5,9,Bar,700,Drinks & nightlife,BTM
No,No,2.8,56,Lounge,1200,Drinks & nightlife,BTM
No,Yes,4.4,1154,Casual Dining,1100,Pubs and bars,BTM
Yes,Yes,4.1,625,Casual Dining,1500,Pubs and bars,BTM
No,Yes,4.0,165,Bar,1100,Pubs and bars,BTM
No,No,3.0,15,Bar,1000,Pubs and bars,BTM
No,No,3.5,39,Bar,1200,Pubs and bars,BTM
Yes,No,3.7,32,Pub,900,Pubs and bars,BTM
Yes,Yes,4.4,454,Casual Dining,1500,Pubs and bars,BTM
No,Yes,4.3,1203,Bar,1500,Pubs and bars,BTM
No,Yes,4.4,1213,Microbrewery,1200,Pubs and bars,BTM
No,Yes,4.3,958,Casual Dining,1000,Pubs and bars,BTM
Yes,Yes,4.2,1365,Casual Dining,1400,Pubs and bars,BTM
Yes,Yes,4.2,541,Casual Dining,1000,Pubs and bars,BTM
Yes,Yes,4.4,383,Casual Dining,1500,Pubs and bars,BTM
Yes,Yes,4.1,587,Casual Dining,1200,Pubs and bars,BTM
No,Yes,4.1,771,Casual Dining,800,Pubs and bars,BTM
No,Yes,4.1,759,Bar,1200,Pubs and bars,BTM
No,Yes,4.2,1194,Casual Dining,1200,Pubs and bars,BTM
Yes,Yes,4.1,400,Cafe,1200,Pubs and bars,BTM
No,No,3.9,738,Bar,1400,Pubs and bars,BTM
No,Yes,3.9,144,Pub,1000,Pubs and bars,BTM
No,No,3.9,66,Bar,1500,Pubs and bars,BTM
Yes,Yes,4.0,1015,Pub,1300,Pubs and bars,BTM
No,No,3.9,31,Bar,1000,Pubs and bars,BTM
No,Yes,3.9,281,Casual Dining,1000,Pubs and bars,BTM
No,Yes,3.9,579,Pub,1300,Pubs and bars,BTM
No,No,3.8,157,Lounge,1300,Pubs and bars,BTM
No,No,3.0,37,Pub,1000,Pubs and bars,BTM
No,No,3.9,105,Bar,1500,Pubs and bars,BTM
No,No,3.4,97,Casual Dining,1100,Pubs and bars,BTM
No,Yes,3.8,169,Bar,1300,Pubs and bars,BTM
Yes,No,3.5,9,Bar,700,Pubs and bars,BTM
No,No,3.3,19,Bar,600,Pubs and bars,BTM
Yes,Yes,3.8,203,Casual Dining,1200,Buffet,Church Street
Yes,Yes,4.4,1112,Casual Dining,1200,Buffet,Church Street
Yes,Yes,4.5,1401,Casual Dining,1700,Buffet,Church Street
No,No,4.6,983,Fine Dining,3000,Buffet,Church Street
No,Yes,4.3,152,Fine Dining,2800,Buffet,Church Street
Yes,Yes,4.3,765,Casual Dining,1400,Buffet,Church Street
No,Yes,4.4,1065,Casual Dining,1600,Buffet,Church Street
No,Yes,4.3,679,Fine Dining,2500,Buffet,Church Street
No,No,4.3,689,Fine Dining,3000,Buffet,Church Street
No,Yes,3.7,41,Casual Dining,1500,Buffet,Church Street
No,No,4.1,1007,Casual Dining,500,Buffet,Church Street
No,No,4.3,458,Casual Dining,1500,Buffet,Church Street
No,Yes,4.2,332,Casual Dining,1000,Buffet,Church Street
No,Yes,4.3,614,Fine Dining,3400,Buffet,Church Street
No,No,4.0,53,Fine Dining,2000,Buffet,Church Street
Yes,No,4.0,48,Casual Dining,1500,Buffet,Church Street
Yes,Yes,4.0,188,Casual Dining,1300,Buffet,Church Street
Yes,No,4.0,164,Casual Dining,1700,Buffet,Church Street
No,Yes,4.3,326,Casual Dining,1200,Buffet,Church Street
Yes,Yes,4.3,1048,Casual Dining,1600,Buffet,Church Street
Yes,Yes,4.0,929,Casual Dining,800,Buffet,Church Street
No,No,3.9,183,Casual Dining,2200,Buffet,Church Street
No,Yes,3.9,312,Fine Dining,2000,Buffet,Church Street
No,No,3.1,123,Casual Dining,1200,Buffet,Church Street
No,No,2.8,252,Casual Dining,1000,Buffet,Church Street
No,Yes,3.9,100,Casual Dining,1900,Buffet,Church Street
No,No,2.8,132,Casual Dining,650,Buffet,Church Street
No,No,3.9,89,Casual Dining,1400,Buffet,Church Street
Yes,No,4.1,118,Casual Dining,1000,Buffet,Church Street
No,No,3.0,108,Casual Dining,800,Buffet,Church Street
No,No,3.7,145,Casual Dining,1000,Buffet,Church Street
Yes,No,3.9,158,Casual Dining,1300,Buffet,Church Street
Yes,Yes,3.8,198,Casual Dining,1600,Buffet,Church Street
No,Yes,4.2,271,Fine Dining,3000,Buffet,Church Street
No,No,3.5,29,Bar,2200,Buffet,Church Street
No,No,3.0,31,Casual Dining,1000,Buffet,Church Street
No,No,3.8,23,Casual Dining,800,Buffet,Church Street
No,No,3.8,67,Casual Dining,500,Buffet,Church Street
No,Yes,3.9,106,Casual Dining,1000,Buffet,Church Street
No,Yes,3.8,52,Casual Dining,1100,Buffet,Church Street
No,No,3.3,13,Casual Dining,600,Buffet,Church Street
No,No,3.6,10,Casual Dining,700,Buffet,Church Street
No,No,3.8,52,Casual Dining,1200,Buffet,Church Street
No,No,2.3,116,Casual Dining,650,Buffet,Church Street
No,Yes,4.1,339,Fine Dining,2500,Buffet,Church Street
No,Yes,4.0,324,Lounge,1300,Buffet,Church Street
Yes,Yes,4.2,552,Casual Dining,1200,Buffet,Church Street
Yes,Yes,4.2,475,Casual Dining,1700,Buffet,Church Street
Yes,Yes,3.8,91,Casual Dining,1800,Buffet,Church Street
No,Yes,3.8,102,Casual Dining,1600,Buffet,Church Street
No,No,2.9,31,Casual Dining,1000,Buffet,Church Street
No,No,3.1,46,Casual Dining,1000,Buffet,Church Street
No,No,3.3,13,Casual Dining,600,Buffet,Church Street
No,Yes,3.9,158,Casual Dining,1100,Buffet,Church Street
Yes,Yes,4.3,945,Cafe,750,Cafes,Church Street
Yes,No,4.2,382,Cafe,500,Cafes,Church Street
No,Yes,4.0,1706,Cafe,1000,Cafes,Church Street
No,No,4.3,788,Cafe,900,Cafes,Church Street
Yes,No,4.1,461,Cafe,700,Cafes,Church Street
Yes,No,3.9,67,Beverage Shop,500,Cafes,Church Street
No,No,4.1,526,Cafe,700,Cafes,Church Street
No,No,3.0,11,Cafe,700,Cafes,Church Street
Yes,Yes,4.4,693,Casual Dining,1700,Cafes,Church Street
Yes,No,4.4,1093,Bakery,600,Cafes,Church Street
No,Yes,4.1,564,Casual Dining,2500,Cafes,Church Street
No,No,4.3,523,Bakery,1400,Cafes,Church Street
No,No,4.3,67,Cafe,400,Cafes,Church Street
No,No,4.2,164,Cafe,750,Cafes,Church Street
Yes,No,4.1,115,Cafe,700,Cafes,Church Street
Yes,Yes,4.1,55,Cafe,800,Cafes,Church Street
Yes,No,4.3,569,Cafe,700,Cafes,Church Street
No,No,4.0,1445,Dessert Parlor,500,Cafes,Church Street
No,No,4.1,388,Cafe,1100,Cafes,Church Street
Yes,No,3.7,66,Cafe,800,Cafes,Church Street
No,No,4.0,47,Cafe,750,Cafes,Church Street
No,No,4.2,618,Cafe,500,Cafes,Church Street
Yes,No,3.6,95,Cafe,650,Cafes,Church Street
Yes,No,4.2,116,Cafe,500,Cafes,Church Street
No,Yes,3.7,90,Cafe,1000,Cafes,Church Street
No,No,4.0,24,Cafe,450,Cafes,Church Street
Yes,No,3.8,72,Cafe,650,Cafes,Church Street
No,No,4.1,104,Cafe,1200,Cafes,Church Street
Yes,No,3.9,462,Cafe,800,Cafes,Church Street
No,Yes,3.9,314,Cafe,800,Cafes,Church Street
No,No,4.0,30,Cafe,800,Cafes,Church Street
Yes,No,4.0,85,Dessert Parlor,400,Cafes,Church Street
No,No,3.8,22,Beverage Shop,350,Cafes,Church Street
No,No,3.6,7,Quick Bites,800,Cafes,Church Street
Yes,No,4.3,1133,Cafe,800,Cafes,Church Street
Yes,No,3.8,96,Cafe,600,Cafes,Church Street
Yes,No,3.8,37,Casual Dining,400,Cafes,Church Street
No,No,3.7,145,Casual Dining,1000,Cafes,Church Street
No,No,3.7,16,Cafe,250,Cafes,Church Street
No,No,3.9,74,Cafe,500,Cafes,Church Street
Yes,No,3.4,9,Cafe,300,Cafes,Church Street
Yes,No,3.4,122,Cafe,600,Cafes,Church Street
No,No,4.2,115,Casual Dining,1000,Cafes,Church Street
No,No,2.8,44,Cafe,700,Cafes,Church Street
No,Yes,3.8,25,Cafe,2200,Cafes,Church Street
No,No,3.7,11,Cafe,50,Cafes,Church Street
Yes,No,3.6,104,Cafe,800,Cafes,Church Street
No,No,3.6,7,Cafe,200,Cafes,Church Street
No,No,3.1,10,Cafe,400,Cafes,Church Street
Yes,No,3.2,7,Cafe,600,Cafes,Church Street
Yes,No,4.1,125,Casual Dining,900,Cafes,Church Street
No,No,3.3,9,Cafe,400,Cafes,Church Street
Yes,No,3.3,6,Cafe,400,Cafes,Church Street
Yes,No,3.8,260,Cafe,700,Cafes,Church Street
No,No,3.6,46,Cafe,350,Cafes,Church Street
No,No,4.0,23,Cafe,1100,Cafes,Church Street
Yes,No,4.3,655,Cafe,750,Cafes,Church Street
Yes,No,4.1,153,Cafe,300,Cafes,Church Street
Yes,Yes,4.3,860,Casual Dining,1000,Cafes,Church Street
Yes,No,4.2,740,Cafe,750,Cafes,Church Street
No,Yes,3.9,297,Cafe,750,Cafes,Church Street
No,No,3.7,35,Cafe,300,Cafes,Church Street
Yes,No,3.5,20,Cafe,500,Cafes,Church Street
No,No,4.0,44,Cafe,1100,Cafes,Church Street
Yes,No,3.7,50,Cafe,550,Cafes,Church Street
Yes,No,4.2,255,Cafe,500,Cafes,Church Street
No,No,3.1,10,Cafe,200,Cafes,Church Street
No,No,3.5,10,Cafe,800,Cafes,Church Street
Yes,No,3.1,48,Delivery,500,Delivery,Church Street
Yes,No,4.1,128,Delivery,650,Delivery,Church Street
Yes,No,3.1,57,Takeaway,400,Delivery,Church Street
Yes,No,3.8,97,Delivery,750,Delivery,Church Street
Yes,No,3.8,101,Delivery,500,Delivery,Church Street
Yes,No,3.3,73,Delivery,750,Delivery,Church Street
Yes,No,4.1,291,Quick Bites,600,Delivery,Church Street
Yes,No,3.0,114,Delivery,500,Delivery,Church Street
Yes,No,3.7,75,Quick Bites,300,Delivery,Church Street
Yes,No,3.9,58,Delivery,600,Delivery,Church Street
Yes,No,4.3,423,Dessert Parlor,400,Delivery,Church Street
Yes,No,4.0,85,Dessert Parlor,400,Delivery,Church Street
Yes,No,3.7,270,Delivery,500,Delivery,Church Street
Yes,No,3.7,19,Beverage Shop,400,Delivery,Church Street
Yes,No,3.4,334,Casual Dining,550,Delivery,Church Street
Yes,No,4.1,41,Dessert Parlor,150,Delivery,Church Street
Yes,No,2.1,254,Delivery,500,Delivery,Church Street
Yes,No,3.2,41,Quick Bites,300,Delivery,Church Street
Yes,No,3.9,143,Casual Dining,800,Delivery,Church Street
Yes,No,3.7,266,Quick Bites,400,Delivery,Church Street
Yes,No,3.8,61,Quick Bites,400,Delivery,Church Street
Yes,No,4.0,51,Quick Bites,200,Delivery,Church Street
Yes,No,3.5,56,Quick Bites,150,Delivery,Church Street
Yes,No,3.6,10,Takeaway,500,Delivery,Church Street
Yes,No,4.0,1393,Quick Bites,600,Delivery,Church Street
Yes,No,3.9,239,Casual Dining,800,Delivery,Church Street
Yes,Yes,4.1,94,Quick Bites,300,Delivery,Church Street
Yes,No,3.8,262,Casual Dining,850,Delivery,Church Street
Yes,No,2.7,67,Quick Bites,400,Delivery,Church Street
Yes,No,3.6,16,Casual Dining,800,Delivery,Church Street
Yes,No,3.7,89,Quick Bites,400,Delivery,Church Street
Yes,No,4.1,474,Quick Bites,300,Delivery,Church Street
Yes,No,4.0,624,Dessert Parlor,450,Delivery,Church Street
Yes,No,4.3,148,Casual Dining,650,Delivery,Church Street
Yes,No,3.3,156,Quick Bites,250,Delivery,Church Street
Yes,No,4.4,216,Food Court,450,Delivery,Church Street
Yes,No,3.7,21,Delivery,500,Delivery,Church Street
Yes,No,3.4,11,Quick Bites,300,Delivery,Church Street
Yes,No,3.7,123,Food Court,400,Delivery,Church Street
Yes,No,3.5,121,Quick Bites,300,Delivery,Church Street
Yes,No,3.5,21,Quick Bites,500,Delivery,Church Street
Yes,No,4.3,1220,Casual Dining,1200,Delivery,Church Street
Yes,Yes,4.3,376,Casual Dining,1200,Delivery,Church Street
Yes,No,3.8,377,Delivery,450,Delivery,Church Street
Yes,No,3.5,98,Casual Dining,600,Delivery,Church Street
Yes,No,3.4,24,Quick Bites,300,Delivery,Church Street
Yes,No,4.4,223,Quick Bites,700,Delivery,Church Street
Yes,No,4.3,285,Quick Bites,500,Delivery,Church Street
Yes,No,3.9,850,Casual Dining,700,Delivery,Church Street
Yes,No,3.3,73,Quick Bites,350,Delivery,Church Street
Yes,No,3.4,352,Quick Bites,350,Delivery,Church Street
Yes,No,3.5,70,Takeaway,200,Delivery,Church Street
Yes,No,3.8,37,Casual Dining,400,Delivery,Church Street
Yes,No,3.8,106,Quick Bites,500,Delivery,Church Street
Yes,No,3.2,23,Casual Dining,700,Delivery,Church Street
Yes,No,3.6,206,Quick Bites,400,Delivery,Church Street
Yes,No,4.1,1079,Quick Bites,550,Delivery,Church Street
No,No,4.0,79,Quick Bites,500,Delivery,Church Street
Yes,No,3.6,79,Quick Bites,300,Delivery,Church Street
Yes,No,4.4,635,Dessert Parlor,400,Delivery,Church Street
No,No,4.3,788,Cafe,900,Delivery,Church Street
Yes,No,3.7,80,Quick Bites,300,Delivery,Church Street
No,No,4.3,527,Casual Dining,800,Delivery,Church Street
No,No,4.3,182,Dessert Parlor,400,Delivery,Church Street
Yes,No,3.3,110,Quick Bites,300,Delivery,Church Street
Yes,No,3.3,70,Quick Bites,400,Delivery,Church Street
Yes,No,3.0,144,Quick Bites,200,Delivery,Church Street
Yes,No,3.7,45,Quick Bites,250,Delivery,Church Street
Yes,No,4.4,536,Delivery,600,Delivery,Church Street
Yes,No,3.4,6,Bakery,400,Delivery,Church Street
Yes,No,3.6,91,Casual Dining,550,Delivery,Church Street
Yes,Yes,4.1,614,Casual Dining,1100,Delivery,Church Street
No,No,3.8,95,Quick Bites,500,Delivery,Church Street
Yes,No,4.4,1093,Bakery,600,Delivery,Church Street
Yes,No,3.9,454,Quick Bites,400,Delivery,Church Street
Yes,No,3.7,47,Quick Bites,350,Delivery,Church Street
Yes,No,4.1,1445,Casual Dining,800,Delivery,Church Street
Yes,No,3.9,74,Quick Bites,500,Delivery,Church Street
Yes,Yes,4.5,1623,Casual Dining,1300,Delivery,Church Street
No,No,3.9,32,Beverage Shop,200,Delivery,Church Street
Yes,Yes,4.5,1401,Casual Dining,1700,Delivery,Church Street
Yes,No,3.9,61,Beverage Shop,150,Delivery,Church Street
Yes,Yes,4.6,1217,Casual Dining,1700,Delivery,Church Street
Yes,No,3.8,235,Casual Dining,750,Delivery,Church Street
Yes,No,3.9,67,Beverage Shop,500,Delivery,Church Street
Yes,No,4.0,47,Dessert Parlor,300,Delivery,Church Street
Yes,No,3.9,104,Quick Bites,150,Delivery,Church Street
Yes,No,3.5,11,Quick Bites,200,Delivery,Church Street
Yes,No,4.3,904,Casual Dining,2000,Delivery,Church Street
Yes,No,3.6,51,Delivery,500,Delivery,Church Street
Yes,No,2.5,22,Casual Dining,1000,Delivery,Church Street
No,No,3.0,53,Quick Bites,250,Delivery,Church Street
Yes,No,3.3,9,Quick Bites,300,Delivery,Church Street
Yes,No,4.2,740,Cafe,750,Delivery,Church Street
Yes,No,3.8,54,Beverage Shop,400,Delivery,Church Street
Yes,No,3.2,9,Delivery,450,Delivery,Church Street
Yes,No,3.9,189,Delivery,600,Delivery,Church Street
Yes,No,4.1,198,Casual Dining,650,Delivery,Church Street
Yes,No,3.8,111,Dessert Parlor,500,Delivery,Church Street
Yes,Yes,3.8,194,Casual Dining,800,Delivery,Church Street
Yes,No,3.5,57,Quick Bites,150,Delivery,Church Street
Yes,Yes,3.9,1362,Fine Dining,2100,Delivery,Church Street
Yes,Yes,4.2,552,Casual Dining,1200,Delivery,Church Street
Yes,No,3.9,148,Food Court,450,Delivery,Church Street
Yes,No,3.4,21,Delivery,500,Delivery,Church Street
Yes,Yes,4.4,686,Casual Dining,1000,Delivery,Church Street
Yes,No,4.0,787,Quick Bites,400,Delivery,Church Street
Yes,No,3.5,43,Beverage Shop,150,Delivery,Church Street
Yes,No,4.2,133,Casual Dining,1500,Delivery,Church Street
Yes,No,3.6,54,Casual Dining,600,Delivery,Church Street
Yes,Yes,4.1,860,Casual Dining,1400,Delivery,Church Street
Yes,No,3.9,54,Quick Bites,200,Delivery,Church Street
Yes,No,3.1,28,Food Court,250,Delivery,Church Street
Yes,No,3.3,69,Quick Bites,500,Delivery,Church Street
Yes,No,3.4,19,Quick Bites,400,Delivery,Church Street
Yes,No,2.8,109,Casual Dining,500,Delivery,Church Street
Yes,No,3.7,29,Bakery,300,Delivery,Church Street
Yes,No,4.0,289,Dessert Parlor,300,Delivery,Church Street
Yes,No,4.1,205,Quick Bites,250,Delivery,Church Street
Yes,No,3.6,20,Dessert Parlor,400,Delivery,Church Street
Yes,No,3.7,40,Cafe,350,Delivery,Church Street
Yes,No,3.5,60,Quick Bites,300,Delivery,Church Street
Yes,No,2.9,56,Quick Bites,150,Delivery,Church Street
Yes,No,4.0,122,Beverage Shop,400,Delivery,Church Street
Yes,No,3.6,112,Quick Bites,500,Delivery,Church Street
Yes,Yes,4.1,525,Casual Dining,800,Delivery,Church Street
Yes,No,4.0,154,Casual Dining,700,Delivery,Church Street
Yes,No,4.3,1379,Casual Dining,700,Delivery,Church Street
Yes,No,3.7,42,Casual Dining,900,Delivery,Church Street
Yes,No,3.9,370,Sweet Shop,200,Delivery,Church Street
Yes,No,4.2,382,Cafe,500,Delivery,Church Street
Yes,Yes,4.4,1112,Casual Dining,1200,Delivery,Church Street
Yes,No,4.0,781,Casual Dining,650,Delivery,Church Street
Yes,No,3.9,205,Casual Dining,500,Delivery,Church Street
Yes,No,4.1,159,Quick Bites,300,Delivery,Church Street
Yes,No,3.2,31,Quick Bites,200,Delivery,Church Street
Yes,No,4.1,1120,Casual Dining,1500,Delivery,Church Street
Yes,No,3.9,224,Casual Dining,950,Delivery,Church Street
Yes,Yes,4.3,394,Bar,1600,Delivery,Church Street
Yes,No,4.0,48,Casual Dining,1500,Delivery,Church Street
Yes,Yes,4.4,714,Casual Dining,1000,Delivery,Church Street
Yes,No,3.8,59,Sweet Shop,300,Delivery,Church Street
Yes,No,3.8,110,Quick Bites,300,Delivery,Church Street
Yes,No,3.9,30,Quick Bites,200,Delivery,Church Street
Yes,No,3.5,6,Sweet Shop,1000,Delivery,Church Street
Yes,No,3.3,261,Casual Dining,500,Delivery,Church Street
Yes,No,2.9,17,Dessert Parlor,200,Delivery,Church Street
Yes,No,4.0,558,Casual Dining,900,Delivery,Church Street
Yes,No,3.4,7,Quick Bites,500,Delivery,Church Street
Yes,No,2.7,283,Casual Dining,700,Delivery,Church Street
Yes,No,3.6,21,Quick Bites,350,Delivery,Church Street
Yes,No,3.8,74,Casual Dining,1000,Delivery,Church Street
Yes,No,3.9,36,Quick Bites,250,Delivery,Church Street
Yes,No,3.6,27,Quick Bites,300,Delivery,Church Street
Yes,No,3.9,450,Casual Dining,700,Delivery,Church Street
No,No,3.9,234,Bar,1000,Delivery,Church Street
Yes,No,3.9,205,Casual Dining,800,Delivery,Church Street
No,Yes,3.8,108,Bar,1400,Delivery,Church Street
Yes,No,4.1,63,Dessert Parlor,900,Delivery,Church Street
Yes,No,4.2,447,Casual Dining,700,Delivery,Church Street
No,No,3.8,148,Beverage Shop,250,Delivery,Church Street
Yes,No,3.9,255,Casual Dining,700,Delivery,Church Street
Yes,No,3.0,9,Quick Bites,500,Delivery,Church Street
Yes,No,3.2,9,Sweet Shop,300,Delivery,Church Street
Yes,Yes,4.3,860,Casual Dining,1000,Delivery,Church Street
Yes,No,3.5,10,Takeaway,300,Delivery,Church Street
Yes,No,4.1,402,Casual Dining,750,Delivery,Church Street
Yes,No,3.9,169,Quick Bites,600,Delivery,Church Street
Yes,No,3.5,62,Quick Bites,400,Delivery,Church Street
Yes,No,2.9,17,Quick Bites,600,Delivery,Church Street
Yes,No,3.1,7,Quick Bites,500,Delivery,Church Street
Yes,No,4.0,68,Dessert Parlor,250,Delivery,Church Street
Yes,No,3.7,73,Dessert Parlor,350,Delivery,Church Street
Yes,Yes,4.0,929,Casual Dining,800,Delivery,Church Street
Yes,No,4.3,783,Quick Bites,300,Delivery,Church Street
Yes,Yes,4.1,853,Casual Dining,1400,Delivery,Church Street
Yes,No,3.4,8,Quick Bites,300,Delivery,Church Street
Yes,No,3.6,118,Casual Dining,500,Delivery,Church Street
Yes,No,4.2,131,Dessert Parlor,180,Delivery,Church Street
Yes,No,4.2,116,Cafe,500,Delivery,Church Street
Yes,No,3.9,462,Cafe,800,Delivery,Church Street
Yes,No,4.0,175,Casual Dining,750,Delivery,Church Street
Yes,No,3.8,169,Quick Bites,250,Delivery,Church Street
Yes,No,3.7,50,Cafe,550,Delivery,Church Street
Yes,No,3.0,74,Casual Dining,500,Delivery,Church Street
Yes,No,4.2,432,Cafe,700,Delivery,Church Street
Yes,No,3.8,33,Sweet Shop,250,Delivery,Church Street
Yes,No,4.0,48,Quick Bites,200,Delivery,Church Street
Yes,No,4.2,1207,Cafe,600,Delivery,Church Street
Yes,No,3.5,13,Quick Bites,300,Delivery,Church Street
Yes,No,3.4,41,Quick Bites,100,Delivery,Church Street
Yes,No,3.1,13,Quick Bites,350,Delivery,Church Street
Yes,No,3.7,28,Quick Bites,350,Delivery,Church Street
Yes,No,3.7,17,Casual Dining,500,Delivery,Church Street
No,No,4.3,1352,Casual Dining,550,Delivery,Church Street
No,Yes,4.1,1330,Casual Dining,2100,Delivery,Church Street
No,No,4.3,1187,Casual Dining,550,Delivery,Church Street
No,Yes,4.3,519,Casual Dining,1400,Delivery,Church Street
No,No,4.1,484,Casual Dining,600,Delivery,Church Street
No,No,4.3,67,Cafe,400,Delivery,Church Street
No,No,4.1,358,Quick Bites,400,Delivery,Church Street
No,No,4.2,164,Cafe,750,Delivery,Church Street
Yes,No,3.7,15,Quick Bites,300,Delivery,Church Street
No,No,4.1,768,Casual Dining,800,Delivery,Church Street
No,No,4.0,1445,Dessert Parlor,500,Delivery,Church Street
Yes,No,4.0,101,Quick Bites,150,Delivery,Church Street
No,No,3.9,169,Casual Dining,600,Delivery,Church Street
No,No,4.0,47,Cafe,750,Delivery,Church Street
No,No,3.9,155,Casual Dining,600,Delivery,Church Street
No,No,3.9,53,Takeaway,1200,Delivery,Church Street
No,No,4.2,618,Cafe,500,Delivery,Church Street
No,No,3.6,196,Casual Dining,600,Delivery,Church Street
No,No,3.8,32,Quick Bites,350,Delivery,Church Street
No,No,2.7,77,Quick Bites,500,Delivery,Church Street
No,No,3.8,29,Beverage Shop,400,Delivery,Church Street
Yes,No,3.4,33,Casual Dining,550,Delivery,Church Street
No,No,3.8,29,Quick Bites,400,Delivery,Church Street
No,No,3.6,23,Bakery,200,Delivery,Church Street
No,No,4.0,102,Casual Dining,550,Delivery,Church Street
No,No,3.8,24,Quick Bites,200,Delivery,Church Street
No,No,4.0,53,Quick Bites,400,Delivery,Church Street
No,No,3.9,49,Quick Bites,400,Delivery,Church Street
No,No,3.4,14,Bakery,200,Delivery,Church Street
No,No,3.7,61,Quick Bites,200,Delivery,Church Street
No,No,3.6,34,Casual Dining,700,Delivery,Church Street
No,No,3.9,136,Casual Dining,800,Delivery,Church Street
No,No,3.8,22,Beverage Shop,350,Delivery,Church Street
No,No,3.6,7,Quick Bites,800,Delivery,Church Street
Yes,No,4.3,1133,Cafe,800,Delivery,Church Street
No,No,3.3,6,Casual Dining,450,Delivery,Church Street
No,No,3.8,56,Kiosk,500,Delivery,Church Street
No,No,3.7,23,Bakery,250,Delivery,Church Street
No,No,3.0,108,Casual Dining,800,Delivery,Church Street
No,No,3.7,145,Casual Dining,1000,Delivery,Church Street
No,No,3.7,16,Cafe,250,Delivery,Church Street
No,No,3.9,122,Casual Dining,500,Delivery,Church Street
No,No,3.8,29,Kiosk,300,Delivery,Church Street
No,No,3.8,29,Dessert Parlor,200,Delivery,Church Street
No,No,3.3,9,Quick Bites,300,Delivery,Church Street
No,No,3.0,31,Casual Dining,1000,Delivery,Church Street
No,No,2.8,44,Cafe,700,Delivery,Church Street
No,No,3.7,161,Quick Bites,300,Delivery,Church Street
No,No,4.0,209,Casual Dining,500,Delivery,Church Street
No,No,2.7,52,Casual Dining,500,Delivery,Church Street
No,No,3.1,23,Quick Bites,300,Delivery,Church Street
No,No,3.8,26,Dessert Parlor,350,Delivery,Church Street
No,No,3.9,66,Dessert Parlor,200,Delivery,Church Street
No,No,3.1,16,Casual Dining,1100,Delivery,Church Street
No,No,3.3,13,Casual Dining,600,Delivery,Church Street
No,No,3.9,40,Casual Dining,500,Delivery,Church Street
No,No,2.9,46,Casual Dining,550,Delivery,Church Street
No,No,3.2,17,Casual Dining,550,Delivery,Church Street
No,No,4.1,399,Quick Bites,300,Delivery,Church Street
No,No,3.8,26,Dessert Parlor,500,Delivery,Church Street
No,No,3.5,31,Quick Bites,350,Delivery,Church Street
No,No,3.6,18,Beverage Shop,200,Delivery,Church Street
No,No,3.2,9,Casual Dining,450,Delivery,Church Street
No,No,3.6,7,Cafe,200,Delivery,Church Street
No,No,3.4,8,Quick Bites,450,Delivery,Church Street
No,No,3.4,10,Quick Bites,350,Delivery,Church Street
No,No,3.1,6,Quick Bites,250,Delivery,Church Street
No,No,3.6,14,Quick Bites,250,Delivery,Church Street
No,No,3.7,15,Kiosk,350,Delivery,Church Street
No,No,3.8,33,Delivery,350,Delivery,Church Street
No,No,3.6,8,Quick Bites,400,Delivery,Church Street
No,No,3.0,25,Quick Bites,400,Delivery,Church Street
No,No,3.5,19,Bakery,150,Delivery,Church Street
No,No,3.6,15,Quick Bites,100,Delivery,Church Street
No,No,3.9,38,Bakery,300,Delivery,Church Street
No,No,3.0,16,Quick Bites,150,Delivery,Church Street
No,No,3.6,32,Quick Bites,400,Delivery,Church Street
No,No,3.4,7,Quick Bites,200,Delivery,Church Street
No,No,3.1,17,Dessert Parlor,250,Delivery,Church Street
No,No,4.2,220,Dessert Parlor,150,Delivery,Church Street
No,No,3.3,9,Cafe,400,Delivery,Church Street
No,No,3.4,8,Quick Bites,350,Delivery,Church Street
No,No,3.8,41,Quick Bites,100,Delivery,Church Street
No,No,3.4,27,Quick Bites,300,Delivery,Church Street
No,No,3.6,15,Quick Bites,350,Delivery,Church Street
No,No,3.0,10,Food Court,200,Delivery,Church Street
No,No,3.3,13,Casual Dining,600,Delivery,Church Street
No,No,2.6,26,Quick Bites,400,Delivery,Church Street
No,No,3.3,33,Quick Bites,300,Delivery,Church Street
No,No,4.1,121,Casual Dining,600,Delivery,Church Street
No,No,3.7,32,Casual Dining,800,Delivery,Church Street
Yes,No,3.9,185,Quick Bites,350,Delivery,Church Street
Yes,Yes,4.3,1048,Casual Dining,1600,Delivery,Church Street
Yes,Yes,4.1,55,Cafe,800,Delivery,Church Street
Yes,No,2.9,55,Cafe,650,Delivery,Church Street
Yes,No,3.7,50,Casual Dining,750,Delivery,Church Street
Yes,No,4.2,231,Bakery,300,Delivery,Church Street
Yes,No,3.1,6,Bakery,400,Delivery,Church Street
Yes,No,3.7,23,Quick Bites,100,Delivery,Church Street
Yes,No,3.5,9,Dessert Parlor,100,Delivery,Church Street
Yes,No,3.1,7,Quick Bites,150,Delivery,Church Street
Yes,No,3.9,200,Quick Bites,400,Delivery,Church Street
